Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,94,120,214,527,3,0.005,0.0024,1,0.009
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,74,86,160,340,0,0.004,0.0015,1,0.007
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,30,34,64,110,1,0.001,0.0003,0,0.003
3,north/g.17.12.graphml,17,17,0,184,2,186,825,0,0.003,0.0046,0,0.012
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,80,86,166,383,0,0.002,0.0013,0,0.007
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,64,32,96,202,0,0.004,0.0008,1,0.004
6,north/g.13.83.graphml,13,13,0,12,6,18,23,0,0.0,0.0,0,0.002
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,44,36,80,160,0,0.003,0.0006,1,0.004
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,32,30,62,105,0,0.003,0.0003,1,0.003
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,76,68,144,306,0,0.003,0.0013,1,0.006
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,22,24,46,73,2,0.002,0.0002,0,0.002
11,north/g.12.123.graphml,12,12,0,18,4,22,27,0,0.0,0.0,0,0.001
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,46,40,86,155,0,0.004,0.0007,1,0.004
13,north/g.16.62.graphml,16,16,0,182,0,182,819,0,0.0,0.0,0,0.013
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,12,6,18,23,0,0.0,0.0,0,0.002
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,10,4,14,15,0,0.001,0.0,0,0.001
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,36,32,68,120,0,0.003,0.0004,1,0.003
17,north/g.11.61.graphml,11,12,0,62,10,72,170,0,0.002,0.0011,0,0.003
18,north/g.15.49.graphml,15,16,0,32,22,54,85,0,0.0,0.0,0,0.002
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,44,44,88,158,1,0.004,0.0006,1,0.003
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,18,12,30,45,0,0.001,0.0001,0,0.002
21,Rome-Lib/graficon15nodi/grafo735.15,15,15,0,28,24,52,86,0,0.0,0.0,0,0.003
22,Rome-Lib/graficon11nodi/grafo2946.11,11,13,0,16,14,30,47,0,0.003,0.0001,1,0.002
23,north/g.11.28.graphml,11,13,0,32,16,48,80,0,0.001,0.0002,0,0.002
24,north/g.11.55.graphml,11,13,0,28,8,36,56,0,0.001,0.0001,0,0.003
25,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,56,50,106,205,1,0.002,0.0006,0,0.004
26,Rome-Lib/graficon15nodi/grafo391.15,15,24,0,128,136,264,636,2,0.006,0.0029,1,0.012
27,north/g.19.23.graphml,19,21,0,42,38,80,136,0,0.004,0.0004,0,0.004
28,Rome-Lib/graficon17nodi/grafo385.17,17,28,1,122,164,286,633,4,0.006,0.003,1,0.012
29,north/g.16.80.graphml,16,27,0,84,110,194,395,1,0.006,0.0019,1,0.008
30,Rome-Lib/graficon15nodi/grafo1124.15,15,23,0,82,74,156,310,0,0.005,0.0013,1,0.006
31,Rome-Lib/graficon23nodi/grafo2499.23,23,27,0,112,126,238,535,1,0.006,0.0027,1,0.012
32,Rome-Lib/graficon17nodi/grafo459.17,17,27,0,146,162,308,732,0,0.006,0.0035,1,0.012
33,Rome-Lib/graficon19nodi/grafo1897.19,19,24,0,142,124,266,669,0,0.003,0.0027,0,0.013
34,north/g.18.24.graphml,18,23,2,86,102,188,384,4,0.005,0.0016,1,0.009
35,Rome-Lib/graficon15nodi/grafo518.15,15,21,0,56,46,102,187,0,0.003,0.0006,1,0.004
36,Rome-Lib/graficon25nodi/grafo1586.25,25,29,0,172,206,378,951,0,0.008,0.0051,1,0.015
37,north/g.18.8.graphml,18,28,0,146,160,306,729,0,0.006,0.004,1,0.012
38,Rome-Lib/graficon16nodi/grafo2933.16,16,20,0,84,88,172,396,0,0.005,0.0021,1,0.007
39,north/g.11.29.graphml,11,23,0,140,190,330,857,6,0.007,0.0044,1,0.015
40,Rome-Lib/graficon18nodi/grafo706.18,18,27,1,176,190,366,971,1,0.008,0.005,1,0.017
41,north/g.25.49.graphml,25,26,0,164,172,336,862,0,0.007,0.0044,1,0.014
42,Rome-Lib/graficon12nodi/grafo2144.12,12,28,1,128,152,280,636,3,0.006,0.003,1,0.012
43,north/g.17.8.graphml,17,27,0,144,116,260,662,0,0.005,0.0033,1,0.011
44,north/g.19.20.graphml,19,22,0,68,50,118,241,0,0.002,0.001,0,0.005
45,north/g.21.30.graphml,21,21,0,86,58,144,306,0,0.004,0.0013,1,0.006
46,Rome-Lib/graficon17nodi/grafo2401.17,17,28,1,302,580,882,2827,34,0.05,0.0499,1,0.043
47,north/g.29.13.graphml,29,29,0,326,34,360,1890,0,0.008,0.0118,0,0.028
48,north/g.20.26.graphml,20,20,0,86,264,350,821,9,0.011,0.0075,1,0.014
49,Rome-Lib/graficon11nodi/grafo1917.11,11,20,1,82,110,192,408,1,0.004,0.0017,1,0.009
50,Rome-Lib/graficon16nodi/grafo821.16,16,28,0,138,148,286,663,1,0.006,0.0037,1,0.012
51,north/g.26.20.graphml,26,29,0,206,142,348,972,0,0.007,0.0055,1,0.016
52,north/g.14.68.graphml,14,29,0,56,48,104,178,0,0.007,0.0009,0,0.005
53,north/g.27.16.graphml,27,27,0,126,266,392,932,22,0.026,0.0187,1,0.017
54,north/g.18.30.graphml,18,23,2,144,62,206,569,5,0.007,0.0042,1,0.01
55,north/g.25.40.graphml,25,37,0,208,366,574,1399,16,0.045,0.0372,1,0.023
56,north/g.27.7.graphml,27,34,0,142,38,180,400,0,0.003,0.0024,0,0.009
57,north/g.26.4.graphml,26,30,0,162,124,286,747,0,0.005,0.004,0,0.013
58,Rome-Lib/graficon27nodi/grafo248.27,27,38,0,270,302,572,1576,4,0.028,0.0225,1,0.026
59,Rome-Lib/graficon15nodi/grafo2591.15,15,31,0,182,198,380,930,2,0.008,0.0051,1,0.017
60,Rome-Lib/graficon22nodi/grafo2630.22,22,31,0,152,200,352,838,3,0.009,0.0046,1,0.016
61,Rome-Lib/graficon20nodi/grafo2246.20,20,39,0,258,340,598,1535,8,0.02,0.0155,1,0.054
62,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,132,144,276,564,2,0.007,0.0029,1,0.013
63,Rome-Lib/graficon14nodi/grafo2785.14,14,31,0,68,66,134,235,0,0.004,0.0009,1,0.007
64,Rome-Lib/graficon28nodi/grafo1264.28,28,39,0,262,224,486,1341,0,0.011,0.0078,1,0.023
65,north/g.26.9.graphml,26,38,0,162,164,326,695,0,0.006,0.003,1,0.013
66,Rome-Lib/graficon28nodi/grafo2058.28,28,38,0,112,98,210,393,0,0.004,0.0015,1,0.008
