56,random graphs/ratio_d3/r1.5k24n16/graph6.lgbin,2006,267,14,19,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 2, 1, 1, 0, 2, 1, 1, 3, 2, 1, 1, 2, 2, 2, 0, 3, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 3, 1, 3, 1, 3, 4, 1, 5, 4, 1, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 1, 2, 3, 1, 2, 2, 3, 2, 2, 1, 3, 1, 2, 2, 2, 1, 1, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 4, 4, 4, 2, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 2, 3, 3, 2, 3, 1, 2, 4, 3, 4, 4, 4, 3, 5, 4, 3, 2, 3, 3, 4, 1, 3, 3, 4, 4, 2, 3, 2, 1, 2, 2, 2, 4, 2, 4, 2, 2, 1, 1, 2, 4, 2, 3, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 3, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 1, 1, 0, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
57,random graphs/ratio_d3/r1.5k24n16/graph7.lgbin,2006,199,12,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 1, 3, 0, 3, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 1, 4, 3, 1, 3, 2, 3, 4, 4, 3, 3, 3, 3, 1, 3, 3, 2, 3, 5, 4, 5, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 4, 3, 2, 3, 4, 4, 4, 2, 3, 3, 5, 3, 4, 3, 4, 3, 4, 4, 5, 5, 5, 4, 5, 4, 4, 4, 5, 3, 5, 2, 6, 3, 3, 3, 2, 2, 3, 4, 2, 3, 1, 5, 3, 5, 4, 4, 2, 4, 3, 3, 4, 3, 5, 3, 3, 3, 3, 6, 2, 5, 3, 4, 4, 3, 3, 2, 4, 0, 4, 3, 2, 1, 3, 2, 2, 2, 3, 3, 1, 2, 3, 1, 3, 2, 2, 2, 0, 1, 1, 1, 1, 3, 2, 0, 2, 2, 0, 1, 0, 3, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 1]"
58,random graphs/ratio_d3/r1.5k24n16/graph8.lgbin,2006,378,15,21,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 4, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 2, 1, 1, 3, 2, 2, 1, 1, 3, 2, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 3, 3, 2, 3, 3, 1, 2, 1, 3, 2, 3, 2, 3, 2, 1, 2, 3, 4, 1, 3, 2, 1, 2, 3, 4, 2, 2, 3, 2, 1, 3, 4, 3, 2, 3, 4, 1, 2, 1, 3, 1, 5, 3, 3, 2, 4, 0, 4, 3, 2, 2, 4, 4, 1, 4, 4, 4, 2, 4, 0, 3, 3, 1, 3, 2, 3, 2, 2, 3, 1, 2, 3, 3, 2, 2, 3, 3, 2, 2, 1, 2, 1, 2, 0, 2, 3, 4, 3, 1, 3, 2, 1, 3, 1, 1, 2, 2, 3, 2, 1, 3, 2, 2, 3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 3, 3, 3, 2, 4, 3, 2, 3, 2, 3, 3, 3, 4, 2, 3, 3, 1, 2, 2, 2, 3, 3, 3, 2, 1, 5, 3, 4, 3, 3, 0, 1, 3, 0, 4, 5, 2, 1, 3, 5, 5, 3, 4, 5, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2]"
59,random graphs/ratio_d3/r1.5k24n16/graph9.lgbin,2006,145,13,19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 1, 2, 1, 1, 2, 2, 0, 2, 0, 1, 2, 2, 2, 1, 1, 1, 1, 0, 0, 1, 3, 1, 2, 2, 2, 3, 1, 3, 2, 1, 1, 2, 2, 1, 2, 3, 1, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 0, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 2, 1, 2, 4, 3, 2, 4, 2, 2, 3, 3, 2, 2, 3, 1, 3, 1, 3, 3, 1, 2, 1, 3, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 2, 1, 2, 2, 3, 0, 2, 1, 3, 2, 2, 2, 2, 2, 2, 2, 4, 4, 1, 3, 2, 1, 1, 1, 3, 2, 3, 3, 3, 3, 2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 0, 2, 3, 2, 3, 1, 4, 2, 4, 2, 1, 2, 1, 3, 4, 3, 3, 2, 0, 4, 1, 2, 3, 2, 1, 1, 4, 2, 1, 1, 4, 3, 4, 2, 3, 4, 2, 4, 3, 4, 5, 5, 1, 4, 1, 3, 4, 3, 3, 3, 2, 3, 4, 4, 3, 1, 0, 1, 2, 4, 2, 3, 1, 1, 1, 3, 2, 1, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
60,random graphs/ratio_d3/r1.5k24n16/graph10.lgbin,2006,97,18,25,"[2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 3, 1, 3, 2, 2, 1, 2, 1, 3, 4, 3, 3, 2, 4, 2, 4, 2, 4, 2, 2, 3, 2, 4, 2, 2, 3, 2, 4, 4, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 1, 2, 3, 2, 2, 3, 3, 3, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 3, 1, 2, 0, 2, 2, 1, 1, 3, 2, 2, 2, 3, 1, 3, 1, 2, 3, 3, 1, 2, 4, 2, 2, 0, 3, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 4, 4, 4, 1, 1, 5, 2, 4, 1, 5, 6, 3, 2, 4, 4, 3, 4, 1, 2, 4, 3, 3, 3, 3, 3, 2, 6, 3, 4, 3, 3, 4, 4, 4, 4, 2, 2, 3, 1, 2, 2, 4, 3, 3, 3, 2, 2, 3, 2, 4, 5, 2, 2, 3, 6, 3, 3, 4, 4, 3, 6, 3, 2, 4, 3, 1, 3, 1, 2, 3, 3, 2, 1, 5, 5, 2, 2, 3, 4, 3, 4, 4, 4, 3, 4, 2, 4, 4, 5, 4, 2, 4, 5, 4, 3, 3, 5, 4, 3, 3, 3, 1, 1, 2, 3, 2, 4, 3, 2, 5, 3, 3, 5, 5, 4, 1, 2, 5, 3, 3, 2, 3, 4, 6, 4, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 2, 2, 1, 2, 2, 2]"
61,random graphs/ratio_d3/r1.5k24n16/graph11.lgbin,2006,388,25,32,"[4, 2, 3, 2, 3, 2, 2, 1, 4, 2, 2, 2, 3, 3, 4, 3, 4, 5, 3, 2, 5, 3, 3, 2, 2, 2, 3, 5, 4, 4, 6, 3, 5, 3, 2, 5, 5, 4, 3, 5, 2, 5, 4, 1, 3, 4, 3, 3, 3, 4, 3, 5, 4, 4, 4, 2, 3, 5, 2, 3, 2, 5, 4, 1, 5, 2, 5, 3, 5, 2, 2, 4, 3, 3, 2, 3, 2, 2, 2, 2, 2, 3, 5, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3, 2, 3, 4, 4, 5, 5, 6, 2, 2, 4, 2, 6, 4, 4, 6, 3, 6, 3, 3, 4, 3, 4, 4, 2, 4, 3, 2, 2, 2, 3, 2, 2, 2, 2, 4, 5, 4, 4, 4, 5, 5, 3, 2, 4, 3, 4, 4, 4, 5, 3, 3, 3, 2, 3, 2, 2, 0, 2, 1, 2, 1, 2, 2, 3, 2, 2, 2, 4, 3, 3, 3, 2, 3, 1, 1, 4, 4, 4, 2, 1, 3, 0, 3, 2, 3, 3, 1, 3, 2, 1, 3, 3, 4, 3, 2, 6, 3, 4, 4, 2, 2, 4, 5, 2, 5, 4, 4, 3, 2, 3, 3, 2, 3, 4, 4, 3, 2, 4, 5, 3, 5, 4, 2, 2, 2, 3, 3, 1, 4, 3, 3, 3, 3, 3, 4, 4, 2, 4, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 4, 2, 3, 3, 1, 4, 3, 3, 4, 2, 2, 2, 2, 3, 6, 2, 1, 5, 4, 3, 2, 3, 3, 2, 1, 4, 4, 2, 2, 2, 3, 1, 2, 2, 4, 3, 3, 1, 1, 3, 4, 3, 1, 1, 1, 2, 1, 3, 2, 3, 3, 3, 2, 2, 0, 2, 0, 1, 1, 2, 2, 1, 0, 1, 2, 1, 1, 1, 2, 1, 3, 1, 0, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 3, 3, 1, 3, 2, 1, 3, 1, 3, 2, 3, 3, 3, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2]"
62,random graphs/ratio_d3/r1.5k24n16/graph12.lgbin,2006,308,12,18,"[1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 0, 2, 1, 1, 2, 3, 3, 3, 3, 1, 3, 1, 2, 1, 3, 3, 3, 3, 2, 3, 1, 2, 0, 1, 2, 3, 1, 0, 3, 2, 2, 2, 3, 0, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 0, 1, 1, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 4, 3, 2, 2, 2, 2, 3, 2, 4, 1, 2, 3, 3, 2, 4, 3, 2, 2, 4, 3, 1, 2, 2, 2, 3, 3, 4, 0, 4, 0, 2, 2, 3, 4, 4, 3, 2, 3, 3, 4, 3, 5, 5, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 0, 2, 1, 3, 1, 2, 3, 3, 2, 2, 2, 3, 2, 2, 0, 2, 2, 1, 2, 1, 1, 2, 1, 0, 1, 2, 0, 1, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 3, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 2, 1, 4, 3, 3, 3, 3, 0, 2, 2, 3, 2, 2, 2, 3, 2, 3, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 2, 3, 3, 2, 4, 3, 2, 3, 2, 3, 2, 3, 3, 3, 2, 4, 2, 2, 2, 2, 4, 2, 2, 3, 2, 3, 1, 2, 3, 1, 3, 2, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
63,random graphs/ratio_d3/r1.5k24n16/graph13.lgbin,2006,242,17,28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 1, 2, 3, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 4, 4, 2, 2, 4, 3, 4, 4, 2, 3, 4, 3, 2, 4, 2, 2, 3, 1, 4, 2, 4, 2, 4, 1, 3, 1, 2, 1, 4, 1, 1, 2, 1, 2, 0, 3, 2, 2, 3, 0, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 0, 1, 2, 2, 1, 2, 2, 2, 2, 3, 2, 4, 2, 2, 1, 2, 4, 4, 4, 3, 4, 4, 4, 5, 5, 6, 5, 3, 5, 6, 1, 5, 5, 5, 1, 4, 4, 4, 6, 3, 5, 1, 4, 3, 7, 1, 3, 1, 2, 1, 7, 1, 4, 5, 8, 4, 5, 7, 1, 3, 6, 7, 4, 5, 3, 1, 6, 6, 4, 3, 2, 7, 1, 3, 3, 3, 1, 3, 3, 3, 4, 7, 4, 4, 5, 6, 4, 1, 7, 6, 3, 1, 2, 5, 2, 3, 3, 2, 2, 2, 3, 1, 3, 3, 2, 2, 2, 2, 1, 2, 5, 5, 2, 3, 2, 2, 4, 4, 2, 2, 4, 2, 3, 2, 4, 1, 4, 3, 2, 3, 2, 1, 1, 1, 2, 2, 3, 1, 2, 4, 3, 3, 2, 2, 2, 4, 3, 1, 2, 2, 2, 1, 1, 2, 3, 2, 2, 3, 2, 3, 2, 2, 1, 3, 3, 2, 3, 4, 4, 4, 2, 3, 1, 4, 3, 2, 0, 3, 1, 1, 2, 3, 2, 2, 3, 4, 1, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 3, 0, 1, 2, 2, 2, 2, 1, 3, 2, 3, 3, 3, 1, 2, 0, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
64,random graphs/ratio_d3/r1.5k24n16/graph14.lgbin,2006,284,13,16,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 3, 3, 2, 2, 3, 2, 2, 4, 2, 1, 1, 1, 3, 2, 3, 2, 2, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 2, 1, 1, 0, 2, 2, 0, 2, 1, 2, 1, 1, 0, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 0, 1, 1, 2, 1, 2, 1, 2, 2, 2, 3, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 0, 5, 1, 1, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 2, 3, 4, 3, 1, 2, 1, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 4, 4, 4, 2, 2, 5, 4, 2, 3, 5, 4, 2, 2, 3, 3, 1, 1, 3, 2, 3, 1, 2, 1, 1, 3, 2, 3, 3, 2, 3, 1, 0, 1, 1, 3, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 1, 1, 2, 1, 1, 2, 0, 1, 1, 1, 0, 1, 2, 2, 2, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 1, 2, 0, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 3, 1, 3, 1, 3, 2, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]"
65,random graphs/ratio_d3/r1.5k24n16/graph15.lgbin,2006,341,15,21,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 3, 3, 4, 3, 4, 2, 3, 3, 4, 3, 5, 3, 2, 4, 5, 4, 4, 3, 3, 3, 5, 3, 2, 5, 1, 3, 3, 2, 3, 2, 1, 3, 3, 3, 3, 1, 3, 3, 1, 2, 3, 3, 3, 2, 4, 1, 3, 5, 6, 3, 5, 3, 3, 4, 3, 1, 1, 2, 3, 2, 2, 2, 4, 2, 1, 1, 2, 3, 2, 2, 2, 3, 3, 4, 1, 3, 2, 1, 1, 2, 2, 4, 3, 3, 2, 1, 3, 3, 3, 1, 3, 3, 2, 2, 2, 4, 1, 2, 3, 2, 3, 3, 4, 3, 3, 2, 2, 3, 2, 2, 3, 2, 1, 1, 3, 2, 2, 2, 1, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2, 1, 2, 3, 4, 1, 3, 2, 2, 0, 2, 3, 3, 1, 3, 0, 1, 4, 1, 3, 3, 1, 3, 0, 4, 3, 4, 4, 4, 2, 1, 3, 1, 1, 4, 1, 4, 4, 3, 4, 3, 3, 2, 3, 3, 1, 2, 3, 3, 3, 2, 3, 2, 2, 1, 2, 1, 2, 2, 3, 3, 2, 2, 1, 3, 1, 2, 2, 2, 2, 3, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 0, 2, 1, 1, 1, 0, 2, 1, 1, 2, 2, 2, 1, 2, 0, 2, 0, 2, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
