0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,107,304,3,0.004,0.0016,1,0.008
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,174,0,0.004,0.0012,1,0.005
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,15,17,32,48,1,0.003,0.0002,1,0.002
3,north/g.17.12.graphml,17,17,0,92,1,93,730,0,0.005,0.0037,1,0.016
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,40,43,83,214,0,0.003,0.0012,1,0.005
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,32,16,48,122,0,0.001,0.0004,0,0.003
6,north/g.13.83.graphml,13,13,0,6,3,9,8,0,0.001,0.0,0,0.001
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,22,18,40,84,0,0.003,0.0004,1,0.002
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,16,15,31,44,0,0.0,0.0,0,0.003
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,38,34,72,166,0,0.003,0.0009,1,0.006
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,11,12,23,30,2,0.002,0.0001,0,0.001
11,north/g.12.123.graphml,12,12,0,9,2,11,12,0,0.001,0.0,0,0.001
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,23,20,43,72,0,0.003,0.0004,0,0.002
13,north/g.16.62.graphml,16,16,0,91,0,91,728,0,0.0,0.0,0,0.017
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,6,3,9,8,0,0.001,0.0,0,0.001
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,5,2,7,4,0,0.001,0.0,0,0.001
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,18,16,34,54,0,0.004,0.0003,1,0.002
17,north/g.11.61.graphml,11,12,0,31,5,36,124,0,0.001,0.0009,0,0.004
18,north/g.15.49.graphml,15,16,0,16,11,27,36,0,0.003,0.0002,1,0.002
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,22,22,44,70,1,0.001,0.0003,0,0.003
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,9,6,15,18,0,0.001,0.0,0,0.002
21,Rome-Lib/graficon15nodi/grafo735.15,15,15,0,14,12,26,36,0,0.0,0.0,0,0.002
22,Rome-Lib/graficon11nodi/grafo2946.11,11,13,0,8,7,15,18,0,0.002,0.0001,1,0.002
23,north/g.11.28.graphml,11,13,0,16,8,24,40,0,0.002,0.0001,1,0.002
24,north/g.11.55.graphml,11,13,0,14,4,18,30,0,0.001,0.0001,0,0.001
25,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,28,25,53,102,1,0.001,0.0004,0,0.004
26,Rome-Lib/graficon15nodi/grafo391.15,15,24,0,64,68,132,368,2,0.006,0.002,1,0.01
27,north/g.19.23.graphml,19,21,0,21,19,40,58,0,0.003,0.0003,1,0.003
28,Rome-Lib/graficon17nodi/grafo385.17,17,28,1,61,82,143,330,4,0.005,0.0025,1,0.01
29,north/g.16.80.graphml,16,27,0,42,55,97,188,1,0.006,0.0015,1,0.007
30,Rome-Lib/graficon15nodi/grafo1124.15,15,23,0,41,37,78,158,0,0.003,0.0009,1,0.005
31,Rome-Lib/graficon23nodi/grafo2499.23,23,27,0,56,63,119,290,1,0.005,0.0024,1,0.008
32,Rome-Lib/graficon17nodi/grafo459.17,17,27,0,73,81,154,416,0,0.006,0.0031,1,0.01
33,Rome-Lib/graficon19nodi/grafo1897.19,19,24,0,71,62,133,412,0,0.005,0.0024,1,0.01
34,north/g.18.24.graphml,18,23,2,43,51,94,196,4,0.004,0.0013,1,0.006
35,Rome-Lib/graficon15nodi/grafo518.15,15,21,0,28,23,51,90,0,0.003,0.0005,1,0.003
36,Rome-Lib/graficon25nodi/grafo1586.25,25,29,0,86,103,189,556,0,0.006,0.0043,1,0.015
37,north/g.18.8.graphml,18,28,0,73,80,153,416,0,0.005,0.0032,1,0.011
38,Rome-Lib/graficon16nodi/grafo2933.16,16,20,0,42,44,86,222,0,0.004,0.0017,1,0.007
39,north/g.11.29.graphml,11,23,0,70,95,165,502,6,0.006,0.0028,1,0.013
40,Rome-Lib/graficon18nodi/grafo706.18,18,27,1,88,95,183,602,1,0.006,0.0035,1,0.015
41,north/g.25.49.graphml,25,26,0,82,86,168,522,0,0.006,0.003,1,0.014
42,Rome-Lib/graficon12nodi/grafo2144.12,12,28,1,64,76,140,348,3,0.005,0.0022,1,0.01
43,north/g.17.8.graphml,17,27,0,72,58,130,416,0,0.005,0.0023,1,0.013
44,north/g.19.20.graphml,19,22,0,34,25,59,132,0,0.004,0.0009,1,0.006
45,north/g.21.30.graphml,21,21,0,43,29,72,176,0,0.003,0.001,1,0.005
46,Rome-Lib/graficon17nodi/grafo2401.17,17,28,1,151,290,441,1810,34,0.04,0.0414,1,0.051
47,north/g.29.13.graphml,29,29,0,163,17,180,1676,0,0.01,0.0091,1,0.04
48,north/g.20.26.graphml,20,20,0,43,132,175,382,9,0.012,0.0072,1,0.012
49,Rome-Lib/graficon11nodi/grafo1917.11,11,20,1,41,55,96,206,1,0.005,0.0014,1,0.006
50,Rome-Lib/graficon16nodi/grafo821.16,16,28,0,69,74,143,372,1,0.005,0.0023,1,0.009
51,north/g.26.20.graphml,26,29,0,103,71,174,656,0,0.006,0.0044,1,0.018
52,north/g.14.68.graphml,14,29,0,28,24,52,78,0,0.001,0.0004,0,0.005
53,north/g.27.16.graphml,27,27,0,63,133,196,470,22,0.021,0.0146,1,0.015
54,north/g.18.30.graphml,18,23,2,72,31,103,412,5,0.005,0.0029,1,0.011
55,north/g.25.40.graphml,25,37,0,104,183,287,746,16,0.04,0.0322,1,0.02
56,north/g.27.7.graphml,27,34,0,71,19,90,272,0,0.003,0.0021,0,0.011
57,north/g.26.4.graphml,26,30,0,81,62,143,480,0,0.007,0.0043,1,0.013
58,Rome-Lib/graficon27nodi/grafo248.27,27,38,0,135,151,286,988,4,0.019,0.0163,1,0.024
59,Rome-Lib/graficon15nodi/grafo2591.15,15,31,0,91,99,190,542,2,0.007,0.0043,1,0.014
60,Rome-Lib/graficon22nodi/grafo2630.22,22,31,0,76,100,176,462,3,0.007,0.0044,1,0.014
61,Rome-Lib/graficon20nodi/grafo2246.20,20,39,0,129,170,299,896,8,0.02,0.0147,1,0.022
62,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,66,72,138,282,2,0.006,0.0024,1,0.011
63,Rome-Lib/graficon14nodi/grafo2785.14,14,31,0,34,33,67,102,0,0.004,0.0005,1,0.006
64,Rome-Lib/graficon28nodi/grafo1264.28,28,39,0,131,112,243,874,0,0.008,0.0055,1,0.022
65,north/g.26.9.graphml,26,38,0,81,82,163,368,0,0.005,0.0021,1,0.011
