0,Rome-Lib/graficon12nodi/grafo2359.12,12,16,1,47,60,107,308,3,0.007,0.0039,1,0.007
1,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,174,0,0.003,0.0011,1,0.004
2,Rome-Lib/graficon10nodi/grafo265.10,10,12,1,15,17,32,52,1,0.003,0.0006,1,0.001
3,north/g.17.12.graphml,17,17,0,92,1,93,730,0,0.0,0.0001,0,0.014
4,Rome-Lib/graficon15nodi/grafo1883.15,15,17,0,40,43,83,214,0,0.003,0.0012,1,0.004
5,Rome-Lib/graficon14nodi/grafo843.14,14,15,0,32,16,48,122,0,0.003,0.0004,1,0.002
6,north/g.13.83.graphml,13,13,0,6,3,9,8,0,0.001,0.0,0,0.0
7,Rome-Lib/graficon11nodi/grafo1131.11,11,13,0,22,18,40,84,0,0.0,0.0003,0,0.001
8,Rome-Lib/graficon13nodi/grafo2313.13,13,18,0,16,15,31,44,0,0.001,0.0001,0,0.001
9,Rome-Lib/graficon15nodi/grafo585.15,15,19,0,38,34,72,166,0,0.003,0.0007,1,0.003
10,Rome-Lib/graficon12nodi/grafo2651.12,12,12,1,11,12,23,34,2,0.004,0.0004,1,0.001
11,north/g.12.123.graphml,12,12,0,9,2,11,12,0,0.0,0.0,0,0.0
12,Rome-Lib/graficon16nodi/grafo2142.16,16,17,0,23,20,43,72,0,0.002,0.0004,0,0.002
13,north/g.16.62.graphml,16,16,0,91,0,91,728,0,0.0,0.0001,0,0.015
14,Rome-Lib/graficon10nodi/grafo869.10,10,12,0,6,3,9,8,0,0.001,0.0,0,0.0
15,Rome-Lib/graficon12nodi/grafo906.12,12,12,0,5,2,7,4,0,0.0,0.0,0,0.0
16,Rome-Lib/graficon13nodi/grafo559.13,13,19,0,18,16,34,54,0,0.003,0.0004,1,0.001
17,north/g.11.61.graphml,11,12,0,31,5,36,124,0,0.001,0.0004,0,0.003
18,north/g.15.49.graphml,15,16,0,16,11,27,36,0,0.002,0.0001,1,0.001
19,Rome-Lib/graficon12nodi/grafo2458.12,12,17,0,22,22,44,70,1,0.005,0.0007,1,0.002
20,Rome-Lib/graficon17nodi/grafo2615.17,17,17,0,9,6,15,18,0,0.0,0.0,0,0.001
21,Rome-Lib/graficon15nodi/grafo735.15,15,15,0,14,12,26,36,0,0.001,0.0002,0,0.001
22,Rome-Lib/graficon11nodi/grafo2946.11,11,13,0,8,7,15,18,0,0.001,0.0001,0,0.0
23,north/g.11.28.graphml,11,13,0,16,8,24,40,0,0.002,0.0002,1,0.001
24,north/g.11.55.graphml,11,13,0,14,4,18,30,0,0.0,0.0,0,0.001
25,Rome-Lib/graficon15nodi/grafo2783.15,15,19,0,28,25,53,102,1,0.006,0.0011,1,0.002
26,Rome-Lib/graficon15nodi/grafo391.15,15,24,0,64,68,132,368,2,0.008,0.005,1,0.008
27,north/g.19.23.graphml,19,21,0,21,19,40,58,0,0.002,0.0002,1,0.002
28,Rome-Lib/graficon17nodi/grafo385.17,17,28,1,61,82,143,334,4,0.009,0.0043,1,0.007
29,north/g.16.80.graphml,16,27,0,42,55,97,188,1,0.005,0.0015,1,0.004
30,Rome-Lib/graficon15nodi/grafo1124.15,15,23,0,41,37,78,158,0,0.002,0.0006,1,0.003
31,Rome-Lib/graficon23nodi/grafo2499.23,23,27,0,56,63,119,290,1,0.008,0.0039,1,0.006
32,Rome-Lib/graficon17nodi/grafo459.17,17,27,0,73,81,154,416,0,0.005,0.0024,1,0.009
33,Rome-Lib/graficon19nodi/grafo1897.19,19,24,0,71,62,133,412,0,0.004,0.002,1,0.008
34,north/g.18.24.graphml,18,23,2,43,51,94,204,4,0.008,0.0027,1,0.004
35,Rome-Lib/graficon15nodi/grafo518.15,15,21,0,28,23,51,90,0,0.003,0.0005,1,0.002
36,Rome-Lib/graficon25nodi/grafo1586.25,25,29,0,86,103,189,556,0,0.005,0.0039,1,0.012
37,north/g.18.8.graphml,18,28,0,73,80,153,416,0,0.004,0.0025,1,0.009
38,Rome-Lib/graficon16nodi/grafo2933.16,16,20,0,42,44,86,222,0,0.004,0.0015,1,0.004
39,north/g.11.29.graphml,11,23,0,70,95,165,502,6,0.01,0.0076,1,0.01
40,Rome-Lib/graficon18nodi/grafo706.18,18,27,1,88,95,183,606,1,0.011,0.0079,1,0.012
41,north/g.25.49.graphml,25,26,0,82,86,168,522,0,0.005,0.0032,1,0.011
42,Rome-Lib/graficon12nodi/grafo2144.12,12,28,1,64,76,140,352,3,0.008,0.0048,1,0.008
43,north/g.17.8.graphml,17,27,0,72,58,130,416,0,0.004,0.0028,1,0.009
44,north/g.19.20.graphml,19,22,0,34,25,59,132,0,0.002,0.0008,0,0.003
45,north/g.21.30.graphml,21,21,0,43,29,72,176,0,0.003,0.0007,1,0.004
46,Rome-Lib/graficon17nodi/grafo2401.17,17,28,1,151,290,441,1814,34,0.082,0.0841,1,0.039
47,north/g.29.13.graphml,29,29,0,163,17,180,1676,0,0.001,0.0002,0,0.036
48,north/g.20.26.graphml,20,20,0,43,132,175,382,9,0.016,0.0104,1,0.008
49,Rome-Lib/graficon11nodi/grafo1917.11,11,20,1,41,55,96,210,1,0.006,0.0025,1,0.005
50,Rome-Lib/graficon16nodi/grafo821.16,16,28,0,69,74,143,372,1,0.01,0.0052,1,0.008
51,north/g.26.20.graphml,26,29,0,103,71,174,656,0,0.005,0.0028,1,0.013
52,north/g.14.68.graphml,14,29,0,28,24,52,78,0,0.003,0.0003,1,0.002
53,north/g.27.16.graphml,27,27,0,63,133,196,470,22,0.034,0.0236,1,0.01
54,north/g.18.30.graphml,18,23,2,72,31,103,420,5,0.01,0.0045,1,0.008
55,north/g.25.40.graphml,25,37,0,104,183,287,746,16,0.085,0.0724,1,0.015
56,north/g.27.7.graphml,27,34,0,71,19,90,272,0,0.002,0.002,0,0.006
57,north/g.26.4.graphml,26,30,0,81,62,143,480,0,0.006,0.0039,1,0.01
58,Rome-Lib/graficon27nodi/grafo248.27,27,38,0,135,151,286,988,4,0.021,0.0199,1,0.021
59,Rome-Lib/graficon15nodi/grafo2591.15,15,31,0,91,99,190,542,2,0.011,0.0079,1,0.011
60,Rome-Lib/graficon22nodi/grafo2630.22,22,31,0,76,100,176,462,3,0.012,0.0069,1,0.01
61,Rome-Lib/graficon20nodi/grafo2246.20,20,39,0,129,170,299,896,8,0.022,0.0224,1,0.019
62,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,66,72,138,282,2,0.009,0.0035,1,0.006
63,Rome-Lib/graficon14nodi/grafo2785.14,14,31,0,34,33,67,102,0,0.002,0.0005,1,0.003
64,Rome-Lib/graficon28nodi/grafo1264.28,28,39,0,131,112,243,874,0,0.007,0.0046,1,0.018
65,north/g.26.9.graphml,26,38,0,81,82,163,368,0,0.005,0.0022,1,0.008
66,Rome-Lib/graficon28nodi/grafo2058.28,28,38,0,56,49,105,190,0,0.003,0.0007,1,0.004
67,Rome-Lib/graficon16nodi/grafo1150.16,16,30,0,53,47,100,198,0,0.003,0.0008,1,0.005
68,Rome-Lib/graficon15nodi/grafo295.15,15,33,0,70,83,153,354,2,0.008,0.0047,1,0.008
69,north/g.22.37.graphml,22,30,0,88,44,132,452,0,0.004,0.0019,1,0.01
70,Rome-Lib/graficon26nodi/grafo1512.26,26,34,0,101,111,212,600,2,0.013,0.0099,1,0.013
71,Rome-Lib/graficon31nodi/grafo2107.31,31,38,0,62,65,127,240,1,0.007,0.003,1,0.005
72,Rome-Lib/graficon26nodi/grafo398.26,26,30,0,74,65,139,416,1,0.008,0.0054,1,0.009
73,Rome-Lib/graficon20nodi/grafo2202.20,20,31,0,93,107,200,590,2,0.011,0.0086,1,0.012
74,Rome-Lib/graficon33nodi/grafo10842.33,33,39,0,102,127,229,610,2,0.012,0.0089,1,0.013
75,Rome-Lib/graficon24nodi/grafo2923.24,24,33,0,51,52,103,198,1,0.01,0.0029,1,0.004
76,Rome-Lib/graficon21nodi/grafo1927.21,21,43,0,100,104,204,488,0,0.005,0.0033,1,0.01
77,Rome-Lib/graficon27nodi/grafo1997.27,27,40,0,73,70,143,296,0,0.004,0.0015,1,0.007
78,Rome-Lib/graficon20nodi/grafo2213.20,20,49,0,177,181,358,1216,0,0.01,0.0113,1,0.026
79,Rome-Lib/graficon31nodi/grafo11127.31,31,46,0,109,125,234,574,0,0.007,0.0045,1,0.012
80,Rome-Lib/graficon32nodi/grafo2047.32,32,46,0,86,77,163,372,0,0.005,0.0025,1,0.008
81,Rome-Lib/graficon34nodi/grafo10086.34,34,43,0,129,163,292,836,1,0.018,0.0164,1,0.018
82,Rome-Lib/graficon28nodi/grafo932.28,28,45,0,145,157,302,936,2,0.021,0.0211,1,0.02
83,Rome-Lib/graficon33nodi/grafo151.33,33,46,0,125,135,260,722,4,0.019,0.0148,1,0.016
84,north/g.31.3.graphml,31,41,0,119,91,210,730,2,0.021,0.0118,1,0.015
85,Rome-Lib/graficon31nodi/grafo11356.31,31,43,0,121,130,251,706,3,0.016,0.0122,1,0.015
86,Rome-Lib/graficon20nodi/grafo2701.20,20,48,0,94,107,201,416,1,0.009,0.006,1,0.009
87,Rome-Lib/graficon19nodi/grafo563.19,19,40,1,154,197,351,1246,9,0.037,0.0372,1,0.026
88,Rome-Lib/graficon28nodi/grafo1399.28,28,41,0,149,138,287,1054,2,0.022,0.0167,1,0.023
89,Rome-Lib/graficon37nodi/grafo11342.37,37,49,1,133,153,286,788,5,0.017,0.0142,1,0.017
90,Rome-Lib/graficon32nodi/grafo1953.32,32,42,0,86,83,169,378,0,0.006,0.0027,1,0.008
91,north/g.27.14.graphml,27,47,0,150,233,383,1222,19,0.08,0.0729,1,0.026
