Index,File,SizeCalc,nOpts,CandTimesMoved,TotalMoves,TimesMoved
0,random graphs/ratio_d3/r1.5k18n12/graph0.lgbin,2460,74,8,8,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 3, 3, 1, 2, 2, 0, 2, 3, 2, 2, 0, 1, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 2, 3, 1, 2, 3, 1, 4, 1, 2, 2, 3, 3, 4, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 3, 4, 1, 2, 2, 1, 2, 1, 4, 1, 1, 0, 1, 1, 1, 3, 0, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1]"
1,random graphs/ratio_d3/r1.5k18n12/graph1.lgbin,2460,59,6,8,"[0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 0, 0, 1, 2, 1, 3, 1, 1, 3, 0, 1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 3, 2, 1, 2, 2, 2, 2, 4, 4, 3, 1, 3, 2, 1, 1, 3, 2, 2, 2, 0, 1, 3, 1, 1, 0, 2, 3, 1, 1, 2, 1, 1, 0, 2, 2, 3, 2, 2, 2, 3, 1, 0, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 2, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 0, 3, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]"
2,random graphs/ratio_d3/r1.5k18n12/graph2.lgbin,2460,46,6,7,"[2, 2, 2, 1, 0, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 3, 2, 2, 1, 2, 2, 3, 2, 3, 3, 2, 2, 1, 4, 1, 2, 1, 2, 2, 2, 4, 2, 2, 3, 0, 2, 1, 2, 2, 3, 3, 2, 0, 2, 3, 1, 3, 1, 2, 2, 3, 0, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 3, 4, 1, 2, 3, 2, 2, 2, 2, 1, 3, 2, 1, 2, 2, 2, 2, 3, 3, 1, 2, 1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 1, 1, 1, 1]"
3,random graphs/ratio_d3/r1.5k18n12/graph3.lgbin,2460,73,2,5,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 0, 1, 0, 3, 2, 2, 3, 2, 2, 1, 0, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1, 1, 2, 0, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 2, 0, 1, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 2, 0, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 2, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 1, 0]"
4,random graphs/ratio_d3/r1.5k18n12/graph4.lgbin,2460,75,4,6,"[2, 2, 2, 1, 1, 2, 2, 1, 0, 2, 1, 1, 2, 1, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 3, 2, 0, 3, 2, 2, 2, 2, 2, 2, 3, 0, 0, 1, 1, 0, 2, 3, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 0, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 0, 1, 2, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5,random graphs/ratio_d3/r1.5k18n12/graph5.lgbin,2460,40,4,6,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 0, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 3, 0, 2, 1, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 1, 2, 1, 2, 0, 0, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 0, 1, 1, 2, 2, 0, 2, 1, 2, 3, 0, 2, 1, 1, 2, 1, 2, 3, 1, 2, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
6,random graphs/ratio_d3/r1.5k18n12/graph6.lgbin,2460,86,5,5,"[1, 1, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 3, 3, 2, 2, 2, 3, 2, 0, 3, 1, 2, 3, 1, 0, 0, 1, 3, 0, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]"
7,random graphs/ratio_d3/r1.5k18n12/graph7.lgbin,2460,54,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 1, 0, 3, 2, 4, 2, 2, 1, 3, 5, 3, 3, 2, 4, 3, 4, 3, 3, 1, 1, 5, 3, 3, 2, 3, 3, 4, 3, 4, 2, 2, 5, 3, 2, 3, 3, 5, 2, 1, 2, 4, 2, 2, 0, 4, 3, 2, 3, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 1, 3, 1, 2, 2, 1, 1, 1, 4, 3, 0, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0, 2, 1, 1, 2, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
8,random graphs/ratio_d3/r1.5k18n12/graph8.lgbin,2460,205,4,5,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 0, 2, 2, 2, 1, 3, 2, 3, 2, 1, 1, 1, 0, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 0, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, 2, 0, 1, 0, 1, 2, 0, 0, 3, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9,random graphs/ratio_d3/r1.5k18n12/graph9.lgbin,2460,156,5,7,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 3, 2, 3, 1, 3, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 1, 1, 2, 1, 0, 2, 1, 3, 1, 3, 2, 3, 2, 2, 2, 0, 1, 1, 3, 2, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 0, 2, 1, 2, 0, 1, 0, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 3, 3, 1, 2, 2, 2, 0, 0, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
